5455,83891,"[40480, 589, 4001, 17570, 40481]","[[2056, 4178, 11332], [19414], [1353], [15022], [6953], [16954, 10734], [1660, 37791], [6444], [7, 4344, 6741]]","[40480, 40482, 1072, 19414, 488, 2056, 28062, 500, 246, 280, 660, 2212, 10734, 6847, 488, 7570, 40478, 40482, 4846, 728, 2404, 488, 32093, 562, 491, 1423, 7379, 1571, 40478, 40482, 1529, 1845, 522, 1705, 40478, 40482, 2961, 11998, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[3399, 5010, 7655, 3184, 6270, 7233, 1111, 6906, 5106]"
37725,100828,"[40480, 1924, 8289, 556, 21570, 40481]","[[1353], [1924, 21570], [6444], [6953], [1924, 8289], [6167, 734, 5612]]","[40480, 40482, 2030, 1353, 485, 246, 14057, 40478, 40482, 4846, 21570, 1412, 556, 2654, 40277, 488, 6953, 240, 2454, 40478, 40482, 5539, 562, 284, 485, 288, 1571, 40478, 40482, 4846, 1924, 8289, 488, 734, 5612, 240, 5539, 531, 8947, 284, 1571, 40478, 40482, 4846, 725, 1353, 645, 3638, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[7655, 269, 6906, 6270, 272, 2324]"
5293,68635,"[40480, 9689, 488, 4914, 6821, 6003, 19104, 40481]","[[4914, 6821], [9689], [21453], [19104], [22193, 26029]]","[40480, 40482, 729, 2525, 10906, 485, 43, 28852, 250, 40478, 40482, 4835, 836, 21453, 488, 22193, 26029, 500, 9689, 4739, 1073, 4941, 40478, 40482, 9933, 811, 16829, 4739, 40478, 40482, 7087, 15737, 9689, 240, 21453, 488, 26029, 556, 8170, 4914, 6821, 1073, 481, 9019, 544, 5847, 817, 40478, 40482, 2404, 1183, 22193, 488, 19007, 562, 5895, 260, 7648, 1571, 40478, 40482, 3427, 1236, 481, 903, 6697, 668, 1073, 7124, 640, 3746, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[1910, 298, 5010, 4863, 4874]"
2325,117564,"[40480, 7304, 13731, 37930, 40481]","[[4465, 29487, 6444], [589, 260, 4001, 17918], [30295, 240, 17, 686, 498], [15341], [14389], [13249, 7524], [17918], [6444], [15473, 8361], [15473, 10166], [6953], [8780], [6796, 5940], [13731]]","[40480, 40482, 23667, 6444, 240, 17918, 240, 13249, 17, 686, 488, 15341, 40478, 40482, 9467, 500, 14389, 240, 21190, 488, 13249, 7524, 40478, 40482, 2933, 9019, 500, 292, 260, 3652, 4170, 15473, 5465, 488, 19007, 500, 26641, 6937, 10906, 562, 5895, 1571, 40478, 40482, 31757, 271, 500, 5024, 240, 7087, 1281, 17918, 240, 6444, 240, 15473, 8361, 240, 15473, 10166, 488, 6953, 40478, 40482, 1892, 500, 8780, 1073, 1904, 9588, 40478, 40482, 556, 7158, 240, 9467, 500, 6796, 5940, 1073, 2022, 17532, 5526, 40478, 40482, 2869, 702, 22555, 15026, 1557, 6647, 40478, 40482, 19007, 14635, 485, 11083, 1571, 522, 1073, 1495, 544, 3746, 488, 17002, 640, 9649, 822, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[3355, 63, 4303, 1511, 150, 4253, 2683, 6906, 332, 335, 6270, 840, 869, 6846]"
3805,98280,"[40480, 7304, 1958, 34512, 23841, 40481]","[[34512, 23841], [14389], [837, 7327], [4564, 17, 686], [2507, 6444], [7424, 745]]","[40480, 40482, 23667, 589, 16126, 2303, 562, 23841, 40478, 40482, 729, 2525, 10906, 485, 43, 8393, 585, 268, 250, 40478, 40482, 1892, 23841, 500, 1444, 2975, 477, 2903, 488, 13098, 551, 14516, 40478, 40482, 1082, 1892, 737, 714, 500, 15473, 5465, 488, 19007, 562, 10353, 1571, 40478, 40482, 7087, 481, 728, 16126, 40478, 40482, 1300, 23841, 1892, 737, 609, 240, 3926, 556, 7304, 7087, 488, 3423, 15473, 562, 7379, 1571, 240, 522, 1073, 23841, 544, 4941, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[26, 150, 7642, 5068, 800, 4574]"
20823,191,"[40480, 15232, 12778, 20503, 38265, 732, 40481]","[[21453], [38139], [2056, 11332], [15022, 796, 527], [5867, 24176], [10837], [13179], [29471, 484, 6953], [18594, 10968], [12519, 25, 573, 10825], [4914, 260, 4530, 8289], [16421, 5940], [9649, 20503]]","[40480, 40482, 500, 246, 4835, 39587, 240, 5539, 21453, 240, 38139, 240, 2056, 11332, 488, 15022, 500, 277, 278, 282, 3026, 24176, 1073, 4941, 40478, 40482, 4846, 10837, 240, 21570, 240, 21137, 6953, 645, 10114, 240, 18594, 488, 5040, 24176, 40478, 40482, 2454, 488, 32093, 562, 7379, 1571, 522, 1073, 11488, 640, 4941, 40478, 40482, 4846, 12519, 25, 573, 10825, 40478, 40482, 32093, 562, 284, 1571, 40478, 40482, 4846, 8289, 240, 5940, 488, 20503, 40478, 40482, 2525, 822, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[5010, 1124, 3440, 3203, 1257, 5648, 1093, 6374, 2159, 8021, 1803, 2559, 1749]"
13341,41268,"[40480, 7304, 6821, 1525, 836, 40481]","[[8780], [6444], [589, 260, 4001, 17918], [25388, 12496], [4914, 6821], [8441], [15000], [14389], [15341], [8684, 501, 29702]]","[40480, 40482, 4914, 8780, 488, 6444, 1281, 8400, 40478, 40482, 12172, 500, 17918, 40478, 40482, 3336, 13241, 1557, 2695, 488, 277, 277, 278, 280, 4550, 609, 2000, 498, 292, 277, 278, 280, 3652, 20440, 1983, 6847, 40478, 40482, 2933, 12496, 13241, 715, 2695, 498, 19093, 40478, 40482, 2523, 589, 4858, 16126, 1281, 556, 7641, 34062, 1073, 3866, 488, 1092, 40478, 40482, 2933, 13241, 715, 12496, 40478, 40482, 8263, 14389, 240, 6444, 488, 15341, 1281, 485, 3135, 862, 40478, 40482, 9082, 715, 4858, 40478, 40482, 35009, 556, 501, 29702, 40478, 40482, 19007, 491, 44, 8393, 9378, 562, 5895, 1571, 240, 674, 18115, 2525, 485, 26641, 9378, 488, 19007, 1007, 10353, 260, 6828, 1571, 522, 1073, 1233, 488, 14389, 640, 4941, 40478, 40482, 2548, 2314, 674, 6018, 6847, 9861, 40478, 40482, 4103, 2107, 522, 491, 844, 7858, 40478, 40481]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,"[840, 6906, 63, 5850, 1910, 2499, 7449, 150, 1511, 6526]"
13586,129773,"[40480, 2693, 1330, 485, 40481]","[[2056, 28062], [21570], [29185, 1301, 30142], [2056, 30142], [6124, 765, 19414], [973, 627, 496, 11830], [2417, 32179], [790, 519, 6330], [10444, 6020], [15022], [20003], [1845, 20003], [978, 3204], [16954, 16064], [7, 4344, 6741], [3418, 30439], [22193, 3585], [480, 1277, 32238], [22469]]","[40480, 40482, 16172, 2056, 28062, 240, 1892, 21570, 666, 27416, 14122, 40478, 40482, 16172, 13583, 30142, 240, 2056, 30142, 240, 35797, 19414, 240, 28697, 496, 485, 240, 2417, 25199, 488, 1233, 2913, 40478, 40482, 2158, 790, 519, 6330, 666, 3473, 5075, 3585, 40478, 40482, 1072, 280, 18410, 498, 10444, 6020, 666, 19527, 6847, 488, 4846, 280, 796, 964, 15022, 240, 4846, 790, 519, 6330, 488, 4835, 836, 40478, 40482, 6018, 617, 2525, 488, 1233, 2913, 40478, 40482, 500, 246, 1719, 5082, 4846, 5040, 10444, 6020, 488, 4835, 836, 481, 5040, 281, 796, 964, 498, 15022, 240, 4846, 20003, 240, 3204, 240, 16954, 16064, 488, 7, 4344, 6741, 40478, 40482, 4846, 17163, 11488, 240, 32179, 240, 30142, 240, 3418, 30439, 240, 28697, 496, 485, 240, 790, 519, 6330, 488, 19104, 40478, 40482, 32093, 562, 5895, 1571, 240, 9822, 10450, 40478, 40482, 4846, 480, 1277, 32238, 488, 22469, 485, 9019, 488, 2030, 485, 246, 14057, 240, 9822, 6536, 485, 7154, 6883, 40478, 40482, 4103, 562, 1529, 2198, 240, 8658, 746, 562, 609, 485, 280, 2372, 240, 1082, 500, 16507, 562, 8580, 522, 1082, 2198, 500, 1845, 11287, 13135, 17192, 40478, 40482, 293, 36687, 40478, 40482, 294, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[3440, 1093, 5475, 3437, 5368, 5402, 5365, 1112, 5006, 3184, 4053, 3790, 6007, 7229, 5106, 202, 4871, 124, 7284]"
1557,104779,"[40480, 12187, 13249, 14462, 6545, 40481]","[[14462, 6545, 2226, 3531], [21137, 2832, 5339, 32327], [8780], [6167, 734, 5612, 14071], [13249, 7524], [15022, 8361], [25845, 8111, 11332]]","[40480, 40482, 1892, 3316, 666, 6255, 260, 3338, 3585, 40478, 40482, 1082, 500, 246, 35050, 13726, 34, 50, 34, 280, 244, 15473, 5465, 40478, 40482, 23667, 5040, 16126, 40478, 40482, 35009, 715, 3316, 40478, 40482, 19007, 491, 43, 8393, 250, 562, 10353, 1571, 522, 1073, 3316, 14071, 2705, 556, 246, 7158, 40478, 40482, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 40478, 40482, 246, 963, 2279, 488, 2032, 5465, 240, 1686, 1046, 562, 2600, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[3582, 6365, 840, 2325, 4253, 3217, 1119]"
632,71534,"[40480, 11477, 1657, 17004, 26433, 25227, 40481]","[[1657, 17004, 17918], [15473, 10166], [6796, 5940], [8441, 15953], [17869, 6020], [4017], [12698, 11125]]","[40480, 40482, 729, 2525, 10906, 485, 43, 8393, 40478, 40482, 3135, 6642, 19633, 7420, 556, 6913, 7933, 40478, 40482, 29913, 1281, 481, 17918, 488, 15473, 10166, 40478, 40482, 500, 246, 6143, 5024, 240, 29369, 1281, 481, 6796, 5940, 240, 8441, 15953, 240, 6020, 240, 488, 4017, 1073, 14965, 240, 674, 9467, 500, 481, 12698, 11125, 40478, 40482, 8240, 481, 2806, 16126, 666, 481, 2832, 40478, 40482, 6748, 1281, 556, 246, 8999, 30406, 1073, 481, 22306, 544, 9050, 1340, 5851, 2314, 22559, 40478, 40482, 8240, 666, 19633, 7420, 488, 19007, 6828, 485, 14635, 1571, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0,"[7887, 335, 869, 2509, 7557, 3723, 648]"
